  -2.3335473e+00  -1.8302027e+00  -1.6825221e+00  -1.5002655e+00  -1.3017575e+00  -9.6803815e-01  -6.6047382e-01  -4.2209751e-01  -7.0156880e-02   4.6930506e-01   6.3941103e-01   1.1080910e+00   1.4225844e+00   1.8839299e+00   2.2067033e+00   2.4580177e+00   2.6862764e+00   2.5656484e+00   3.0176335e+00   3.1717842e+00   3.3541058e+00   2.9486407e+00   3.5166247e+00   3.3541058e+00   2.9486407e+00   3.4053991e+00   3.3053156e+00   4.0472530e+00   3.8649314e+00   4.1526135e+00   4.0472530e+00   3.6417878e+00   4.2703965e+00   4.9635437e+00   4.4039279e+00   4.7404001e+00   6.3498380e+00   3.9519428e+00   6.3498380e+00   6.3498380e+00
  -1.2309234e+00  -1.1702394e+00  -1.2039728e+00  -1.1882399e+00  -1.1508807e+00  -1.0073049e+00  -9.6484858e-01  -9.0878294e-01  -8.7817510e-01  -7.5156947e-01  -7.0285599e-01  -5.1763168e-01  -4.0925197e-01  -2.4787582e-01  -1.6246953e-03   2.5201154e-01   4.7097972e-01   8.9219318e-01   9.3268454e-01   1.1641269e+00   1.4380156e+00   1.6341305e+00   1.7211419e+00   1.9672750e+00   2.1449561e+00   2.3962706e+00   2.7840361e+00   2.8952617e+00   3.5312505e+00   4.1190372e+00   3.9367156e+00   3.5312505e+00   4.3421807e+00   1.9543986e+01   4.1190372e+00   1.9543986e+01   5.7284751e+00   1.9543986e+01   1.9543986e+01   1.9543986e+01
  -1.5186835e+00  -1.4466786e+00  -1.4121528e+00  -1.3600785e+00  -1.2479333e+00  -1.1911537e+00  -1.0833017e+00  -9.6727957e-01  -8.9663229e-01  -6.8808754e-01  -5.1633792e-01  -1.8900164e-01   2.2931767e-02   3.1389791e-01   7.1280562e-01   1.0704147e+00   1.2434339e+00   1.5688563e+00   2.1056574e+00   2.1323256e+00   2.7988046e+00   3.3453483e+00   3.9514841e+00   3.7973334e+00   3.6638020e+00   4.3569492e+00   5.7432435e+00   5.0500964e+00   5.0500964e+00   5.7432435e+00   4.6446313e+00   1.9558754e+01   5.7432435e+00   5.7432435e+00   1.9558754e+01   5.7432435e+00   5.0500964e+00   1.9558754e+01   1.9558754e+01   1.9558754e+01
  -1.4818955e+00  -1.4234805e+00  -1.4528253e+00  -1.3467577e+00  -1.3006969e+00  -1.2061272e+00  -1.1521422e+00  -9.9420831e-01  -8.9219687e-01  -6.2424458e-01  -4.3207335e-01  -1.6504332e-01   5.7052565e-02   2.7888807e-01   7.3461501e-01   9.7859265e-01   1.5138368e+00   1.7977806e+00   2.1738318e+00   2.3648870e+00   2.6351773e+00   3.0580342e+00   3.4375238e+00   3.6998881e+00   3.8052486e+00   5.3093260e+00   4.2107137e+00   4.9038609e+00   4.3930353e+00   6.0024732e+00   6.0024732e+00   5.3093260e+00   5.3093260e+00   5.3093260e+00   5.3093260e+00   5.3093260e+00   1.9817984e+01   6.0024732e+00   1.9817984e+01   8.1996978e+00
  -2.5377665e+00  -1.7712881e+00  -1.6521454e+00  -1.4340909e+00  -1.0889518e+00  -8.9146203e-01  -5.5149023e-01  -4.3447377e-01   2.3819488e-01   3.6787270e-01   9.5874103e-01   1.3233841e+00   2.0573533e+00   2.1443647e+00   2.5963498e+00   1.8342098e+00   2.1443647e+00   2.9328221e+00   2.7505005e+00   3.1559656e+00   2.9328221e+00   3.1559656e+00   2.9328221e+00   3.4436477e+00   2.9328221e+00   3.8491128e+00   3.1559656e+00   3.4436477e+00   2.9328221e+00   3.8491128e+00   3.4436477e+00   3.8491128e+00   1.8357771e+01   4.5422600e+00   1.8357771e+01   4.5422600e+00   1.8357771e+01   1.8357771e+01   1.8357771e+01   6.7394845e+00
  -1.4422204e+00  -1.4327327e+00  -1.3440733e+00  -1.2839694e+00  -1.2045718e+00  -1.1542235e+00  -1.0591652e+00  -1.0353379e+00  -8.6905717e-01  -6.8573009e-01  -5.3626326e-01  -2.8828105e-01  -1.5731267e-01   1.7100181e-01   3.6380464e-01   5.5304664e-01   9.9026045e-01   1.3181673e+00   1.7386703e+00   1.7851903e+00   2.6896466e+00   3.2202748e+00   2.9579106e+00   3.9134220e+00   3.5769498e+00   4.8297128e+00   4.1365656e+00   1.9338370e+01   5.5228599e+00   1.9338370e+01   5.5228599e+00   4.8297128e+00   1.9338370e+01   1.9338370e+01   1.9338370e+01   1.9338370e+01   1.9338370e+01   1.9338370e+01   1.9338370e+01   1.9338370e+01
  -1.3706252e+00  -1.3682915e+00  -1.3277615e+00  -1.2656531e+00  -1.2219954e+00  -1.1439790e+00  -1.0561699e+00  -9.5638043e-01  -9.2046993e-01  -7.6235038e-01  -5.6144173e-01  -3.1311461e-01  -2.4543918e-01  -7.1342240e-02   2.7803340e-01   5.8818833e-01   7.3479180e-01   1.1498724e+00   1.5884897e+00   2.0881420e+00   2.4662081e+00   2.9416318e+00   3.9976845e+00   3.3690759e+00   4.1312159e+00   4.9785138e+00   5.3839789e+00   4.9785138e+00   4.9785138e+00   1.9892637e+01   5.3839789e+00   6.0771261e+00   1.9892637e+01   1.9892637e+01   6.0771261e+00   1.9892637e+01   1.9892637e+01   1.9892637e+01   1.9892637e+01   1.9892637e+01
  -2.2456187e+00  -1.8430836e+00  -1.7086322e+00  -1.5563762e+00  -1.4115352e+00  -1.1105518e+00  -7.9884641e-01  -3.8712738e-01   4.1823420e-02   4.5599686e-01   1.0258691e+00   1.5841971e+00   1.9499219e+00   1.8992781e+00   2.7972197e+00   2.9615228e+00   3.0748515e+00   3.4605140e+00   3.2026848e+00   2.9264315e+00   3.2492049e+00   3.0748515e+00   3.2026848e+00   3.5856771e+00   3.7287779e+00   3.5856771e+00   4.3478172e+00   3.8958320e+00   3.8088207e+00   3.7287779e+00   3.6546700e+00   3.6546700e+00   4.3478172e+00   4.0965027e+00   4.5019678e+00   4.5019678e+00   5.1951150e+00   4.5019678e+00   6.2937273e+00   6.6991924e+00
  -1.5343370e+00  -1.4521794e+00  -1.3321001e+00  -1.3593127e+00  -1.2826200e+00  -1.2587876e+00  -1.0558467e+00  -9.5048621e-01  -8.5517603e-01  -5.1424945e-01  -4.9452494e-01  -1.5085555e-01   4.0495411e-02   4.7705111e-01   6.3647884e-01   1.2022866e+00   8.5654073e-01   1.4474091e+00   1.6987235e+00   2.1405562e+00   1.8954338e+00   2.5460213e+00   2.8337034e+00   2.4659786e+00   2.7283429e+00   3.2391685e+00   3.6446336e+00   3.9323157e+00   3.6446336e+00   4.3377808e+00   3.6446336e+00   1.8846439e+01   1.8846439e+01   4.3377808e+00   5.0309280e+00   1.8846439e+01   5.0309280e+00   5.0309280e+00   1.8846439e+01   1.8846439e+01
  -2.2251702e+00  -1.8048301e+00  -1.7385150e+00  -1.5331692e+00  -1.3418728e+00  -9.6881710e-01  -6.5011157e-01  -3.1612931e-01   4.0269356e-02   2.8293933e-01   5.8480604e-01   9.4148098e-01   1.4321039e+00   1.4892623e+00   1.5752047e+00   1.7730305e+00   1.9245804e+00   2.2943274e+00   2.4354060e+00   2.1032722e+00   2.3209957e+00   2.6738170e+00   2.8408711e+00   2.7130377e+00   2.9361813e+00   2.9874746e+00   3.6293285e+00   4.5456192e+00   3.8524720e+00   3.8524720e+00   3.2928562e+00   3.2238634e+00   3.7346890e+00   4.3224757e+00   5.2387664e+00   4.5456192e+00   4.3224757e+00   4.8333013e+00   4.8333013e+00   5.9319136e+00
